Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
NCALD	ENST00000395923.1	neurocalcin delta 	49	1	0	1	0	0	hsa-miR-100-3p				-0.14	-0.14	N/A
TRNP1	ENST00000522111.2	TMF1-regulated nuclear protein 1 	4046	1	0	1	0	0	hsa-miR-100-3p				-0.14	-0.14	N/A
PAFAH1B2	ENST00000527958.1	platelet-activating factor acetylhydrolase 1b, catalytic subunit 2 (30kDa) 	180	1	0	1	0	0	hsa-miR-100-3p				-0.14	-0.19	N/A
PVR	ENST00000425690.3	poliovirus receptor 	761	1	0	0	1	1	hsa-miR-100-3p				-0.14	-0.14	N/A
ZNF143	ENST00000396602.2	zinc finger protein 143 	380	1	0	0	1	0	hsa-miR-100-3p				-0.14	-0.20	N/A
KIAA1715	ENST00000272748.4	KIAA1715 	858	1	0	0	1	0	hsa-miR-100-3p				-0.14	-0.20	N/A
PTPRC	ENST00000367376.2	protein tyrosine phosphatase, receptor type, C 	5	2	0	1	1	3	hsa-miR-100-3p				-0.14	-0.28	N/A
PDE12	ENST00000311180.8	phosphodiesterase 12 	326	1	0	0	1	1	hsa-miR-100-3p				-0.14	-0.15	N/A
BTF3L4	ENST00000489308.2	basic transcription factor 3-like 4 	1245	1	0	0	1	0	hsa-miR-100-3p				-0.14	-0.14	N/A
PRF1	ENST00000373209.2	perforin 1 (pore forming protein) 	5	1	0	1	0	0	hsa-miR-100-3p				-0.14	-0.14	N/A
RNF19A	ENST00000519449.1	ring finger protein 19A, RBR E3 ubiquitin protein ligase 	1674	1	0	0	1	0	hsa-miR-100-3p				-0.14	-0.14	N/A
DUSP8	ENST00000397374.3	dual specificity phosphatase 8 	26	1	0	0	1	0	hsa-miR-100-3p				-0.14	-0.16	N/A
AIDA	ENST00000340020.6	axin interactor, dorsalization associated 	48	2	0	1	1	1	hsa-miR-100-3p				-0.14	-0.14	N/A
ETV5	ENST00000306376.5	ets variant 5 	1085	1	1	0	0	1	hsa-miR-100-3p				-0.14	-0.14	N/A
MYBL1	ENST00000522677.3	v-myb avian myeloblastosis viral oncogene homolog-like 1 	53	1	0	0	1	0	hsa-miR-100-3p				-0.14	-0.14	N/A
CTAGE5	ENST00000280083.3	CTAGE family, member 5 	76	1	0	0	1	1	hsa-miR-100-3p				-0.14	-0.14	N/A
ZNF816	ENST00000357666.4	zinc finger protein 816 	16	1	0	1	0	0	hsa-miR-100-3p				-0.14	-0.14	N/A
AP1S1	ENST00000337619.5	adaptor-related protein complex 1, sigma 1 subunit 	750	1	0	1	0	0	hsa-miR-100-3p				-0.14	-0.15	N/A
TNFAIP8L3	ENST00000327536.5	tumor necrosis factor, alpha-induced protein 8-like 3 	259	1	0	1	0	0	hsa-miR-100-3p				-0.14	-0.14	N/A
NPFFR2	ENST00000344413.5	neuropeptide FF receptor 2 	8	1	0	0	1	1	hsa-miR-100-3p				-0.14	-0.14	N/A
TTLL11	ENST00000373776.3	tubulin tyrosine ligase-like family, member 11 	164	1	0	1	0	0	hsa-miR-100-3p				-0.14	-0.14	N/A
SERBP1	ENST00000370994.4	SERPINE1 mRNA binding protein 1 	926	2	0	1	1	2	hsa-miR-100-3p				-0.14	-0.15	N/A
KPNA5	ENST00000368564.1	karyopherin alpha 5 (importin alpha 6) 	76	1	0	0	1	3	hsa-miR-100-3p				-0.14	-0.15	N/A
PDE4DIP	ENST00000369345.4	phosphodiesterase 4D interacting protein 	36	2	1	0	1	0	hsa-miR-100-3p				-0.14	-0.42	N/A
CASP7	ENST00000369331.4	caspase 7, apoptosis-related cysteine peptidase 	277	1	0	0	1	0	hsa-miR-100-3p				-0.14	-0.14	N/A
RP1	ENST00000220676.1	retinitis pigmentosa 1 (autosomal dominant) 	5	1	0	0	1	0	hsa-miR-100-3p				-0.14	-0.14	N/A
MARCH1	ENST00000274056.7	membrane-associated ring finger (C3HC4) 1, E3 ubiquitin protein ligase 	5	2	0	1	1	3	hsa-miR-100-3p				-0.14	-0.14	N/A
QPCTL	ENST00000012049.5	glutaminyl-peptide cyclotransferase-like 	62	1	0	1	0	0	hsa-miR-100-3p				-0.14	-0.23	N/A
IFIT2	ENST00000371826.3	interferon-induced protein with tetratricopeptide repeats 2 	9	1	0	0	1	0	hsa-miR-100-3p				-0.14	-0.14	N/A
MAP3K7	ENST00000369325.3	mitogen-activated protein kinase kinase kinase 7 	1172	1	0	1	0	5	hsa-miR-100-3p				-0.14	-0.22	N/A
ZBED3	ENST00000255198.2	zinc finger, BED-type containing 3 	399	1	0	1	0	1	hsa-miR-100-3p				-0.14	-0.14	N/A
PGRMC1	ENST00000217971.7	progesterone receptor membrane component 1 	762	1	0	0	1	1	hsa-miR-100-3p				-0.14	-0.19	N/A
FBXL14	ENST00000339235.3	F-box and leucine-rich repeat protein 14 	76	1	0	1	0	0	hsa-miR-100-3p				-0.14	-0.14	N/A
CHST1	ENST00000308064.2	carbohydrate (keratan sulfate Gal-6) sulfotransferase 1 	5	1	0	1	0	0	hsa-miR-100-3p				-0.14	-0.14	N/A
CYP1B1	ENST00000260630.3	cytochrome P450, family 1, subfamily B, polypeptide 1 	111	1	0	1	0	3	hsa-miR-100-3p				-0.14	-0.15	N/A
COL4A5	ENST00000361603.2	collagen, type IV, alpha 5 	715	1	0	0	1	0	hsa-miR-100-3p				-0.14	-0.14	N/A
NIPAL2	ENST00000341166.3	NIPA-like domain containing 2 	7	1	0	1	0	0	hsa-miR-100-3p				-0.14	-0.14	N/A
SYT4	ENST00000255224.3	synaptotagmin IV 	11	1	0	1	0	0	hsa-miR-100-3p				-0.14	-0.14	N/A
EMP2	ENST00000359543.3	epithelial membrane protein 2 	1725	2	0	2	0	1	hsa-miR-100-3p				-0.14	-0.14	N/A
DPP8	ENST00000341861.5	dipeptidyl-peptidase 8 	1293	3	0	1	2	0	hsa-miR-100-3p				-0.14	-0.17	N/A
GLRA3	ENST00000274093.3	glycine receptor, alpha 3 	5	1	1	0	0	4	hsa-miR-100-3p				-0.14	-0.14	N/A
ZNF770	ENST00000356321.4	zinc finger protein 770 	52	1	0	1	0	0	hsa-miR-100-3p				-0.14	-0.14	N/A
ADRA1D	ENST00000379453.4	adrenoceptor alpha 1D 	17	1	0	1	0	1	hsa-miR-100-3p				-0.14	-0.14	N/A
RBM12	ENST00000374114.3	RNA binding motif protein 12 	431	1	0	0	1	2	hsa-miR-100-3p				-0.14	-0.14	N/A
TBC1D3C	ENST00000308078.7	TBC1 domain family, member 3C 	5	1	0	1	0	0	hsa-miR-100-3p				-0.14	-0.14	N/A
SLC30A10	ENST00000366926.3	solute carrier family 30, member 10 	66	1	0	1	0	0	hsa-miR-100-3p				-0.14	-0.14	N/A
ZHX1	ENST00000395571.3	zinc fingers and homeoboxes 1 	88	1	0	0	1	2	hsa-miR-100-3p				-0.14	-0.14	N/A
RIT1	ENST00000368323.3	Ras-like without CAAX 1 	192	1	0	1	0	1	hsa-miR-100-3p				-0.14	-0.19	N/A
TNIK	ENST00000436636.2	TRAF2 and NCK interacting kinase 	106	1	1	0	0	4	hsa-miR-100-3p				-0.14	-0.14	N/A
MAP6D1	ENST00000318631.3	MAP6 domain containing 1 	45	1	0	0	1	0	hsa-miR-100-3p				-0.14	-0.14	N/A
TBC1D3G	ENST00000330458.7	TBC1 domain family, member 3G 	5	1	0	1	0	0	hsa-miR-100-3p				-0.14	-0.14	N/A
R3HDM2	ENST00000347140.3	R3H domain containing 2 	5	1	0	1	0	0	hsa-miR-100-3p				-0.14	-0.14	N/A
CALN1	ENST00000329008.5	calneuron 1 	5	1	0	1	0	5	hsa-miR-100-3p				-0.14	-0.14	N/A
KLHL5	ENST00000261425.3	kelch-like family member 5 	366	1	0	0	1	2	hsa-miR-100-3p				-0.14	-0.16	N/A
ADAM8	ENST00000415217.3	ADAM metallopeptidase domain 8 	9	1	0	0	1	1	hsa-miR-100-3p				-0.14	-0.14	N/A
GYPA	ENST00000360771.4	glycophorin A (MNS blood group) 	5	1	0	0	1	1	hsa-miR-100-3p				-0.14	-0.14	N/A
EIF1	ENST00000469257.1	eukaryotic translation initiation factor 1 	415	1	0	0	1	1	hsa-miR-100-3p				-0.14	-0.17	N/A
GALNT7	ENST00000265000.4	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 7 (GalNAc-T7) 	953	1	1	0	0	0	hsa-miR-100-3p				-0.14	-0.14	N/A
FBXL3	ENST00000355619.5	F-box and leucine-rich repeat protein 3 	842	1	0	0	1	3	hsa-miR-100-3p				-0.14	-0.20	N/A
CD109	ENST00000437994.2	CD109 molecule 	1272	1	0	0	1	2	hsa-miR-100-3p				-0.14	-0.15	N/A
PRC1	ENST00000361919.3	protein regulator of cytokinesis 1 	288	1	0	0	1	1	hsa-miR-100-3p				-0.14	-0.14	N/A
TXK	ENST00000264316.4	TXK tyrosine kinase 	7	1	0	1	0	1	hsa-miR-100-3p				-0.14	-0.14	N/A
POM121C	ENST00000257665.5	POM121 transmembrane nucleoporin C 	5	2	0	2	0	1	hsa-miR-100-3p				-0.14	-0.14	N/A
KLHDC2	ENST00000557247.1	kelch domain containing 2 	3342	1	0	0	1	0	hsa-miR-100-3p				-0.14	-0.14	N/A
SLC13A1	ENST00000194130.2	solute carrier family 13 (sodium/sulfate symporter), member 1 	5	1	0	0	1	0	hsa-miR-100-3p				-0.14	-0.14	N/A
SLCO4C1	ENST00000310954.6	solute carrier organic anion transporter family, member 4C1 	13	1	1	0	0	2	hsa-miR-100-3p				-0.14	-0.14	N/A
ZIC4	ENST00000383075.3	Zic family member 4 	5	2	0	1	1	0	hsa-miR-100-3p				-0.14	-0.14	N/A
AIFM1	ENST00000535724.1	apoptosis-inducing factor, mitochondrion-associated, 1 	2582	1	0	0	1	0	hsa-miR-100-3p				-0.14	-0.14	N/A
HSDL1	ENST00000219439.4	hydroxysteroid dehydrogenase like 1 	699	1	0	0	1	0	hsa-miR-100-3p				-0.13	-0.15	N/A
RNASEL	ENST00000367559.3	ribonuclease L (2',5'-oligoisoadenylate synthetase-dependent) 	86	1	0	0	1	2	hsa-miR-100-3p				-0.13	-0.14	N/A
SOX8	ENST00000293894.3	SRY (sex determining region Y)-box 8 	5	1	0	0	1	1	hsa-miR-100-3p				-0.13	-0.13	N/A
ATOX1	ENST00000521264.1	antioxidant 1 copper chaperone 	43	1	1	0	0	0	hsa-miR-100-3p				-0.13	-0.15	N/A
SRSF2	ENST00000392485.2	serine/arginine-rich splicing factor 2 	9241	1	0	0	1	1	hsa-miR-100-3p				-0.13	-0.13	N/A
TNFRSF10D	ENST00000312584.3	tumor necrosis factor receptor superfamily, member 10d, decoy with truncated death domain 	161	1	0	0	1	1	hsa-miR-100-3p				-0.13	-0.13	N/A
CCNI2	ENST00000378731.1	cyclin I family, member 2 	5	1	0	1	0	0	hsa-miR-100-3p				-0.13	-0.13	N/A
FAM110C	ENST00000327669.4	family with sequence similarity 110, member C 	29	1	0	0	1	2	hsa-miR-100-3p				-0.13	-0.13	N/A
RP5-850E9.3	ENST00000488788.2	Uncharacterized protein  	10	1	0	1	0	0	hsa-miR-100-3p				-0.13	-0.13	N/A
FLVCR2	ENST00000238667.4	feline leukemia virus subgroup C cellular receptor family, member 2 	29	1	0	0	1	0	hsa-miR-100-3p				-0.13	-0.16	N/A
SLC22A23	ENST00000436008.2	solute carrier family 22, member 23 	353	2	1	0	1	0	hsa-miR-100-3p				-0.13	-0.16	N/A
CEP19	ENST00000409690.3	centrosomal protein 19kDa 	5	1	0	0	1	0	hsa-miR-100-3p				-0.13	-0.13	N/A
AL021546.6	ENST00000551806.1	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial  	781	1	0	1	0	0	hsa-miR-100-3p				-0.13	-0.18	N/A
FAM19A1	ENST00000478136.1	family with sequence similarity 19 (chemokine (C-C motif)-like), member A1 	5	1	0	1	0	0	hsa-miR-100-3p				-0.13	-0.13	N/A
ZNF662	ENST00000541208.1	zinc finger protein 662 	11	2	0	2	0	1	hsa-miR-100-3p				-0.13	-0.13	N/A
ACO1	ENST00000309951.6	aconitase 1, soluble 	738	1	0	1	0	0	hsa-miR-100-3p				-0.13	-0.13	N/A
CREM	ENST00000333809.8	cAMP responsive element modulator 	882	1	0	0	1	1	hsa-miR-100-3p				-0.13	-0.20	N/A
SAMD4B	ENST00000314471.6	sterile alpha motif domain containing 4B 	46	1	0	1	0	0	hsa-miR-100-3p				-0.13	-0.20	N/A
C1QTNF2	ENST00000393975.3	C1q and tumor necrosis factor related protein 2 	9	1	0	1	0	0	hsa-miR-100-3p				-0.13	-0.13	N/A
CHD1	ENST00000284049.3	chromodomain helicase DNA binding protein 1 	35	1	0	1	0	1	hsa-miR-100-3p				-0.13	-0.13	N/A
MYZAP	ENST00000267853.5	myocardial zonula adherens protein 	10	1	0	1	0	0	hsa-miR-100-3p				-0.13	-0.13	N/A
ZNF488	ENST00000494156.1	zinc finger protein 488 	61	1	0	1	0	0	hsa-miR-100-3p				-0.13	-0.13	N/A
FAM228A	ENST00000295150.3	family with sequence similarity 228, member A 	8	1	0	1	0	0	hsa-miR-100-3p				-0.13	-0.13	N/A
SGK1	ENST00000367858.5	serum/glucocorticoid regulated kinase 1 	369	1	0	0	1	2	hsa-miR-100-3p				-0.13	-0.13	N/A
CCSAP	ENST00000366687.1	centriole, cilia and spindle-associated protein 	1210	1	0	0	1	1	hsa-miR-100-3p				-0.13	-0.13	N/A
TMEM41B	ENST00000528080.1	transmembrane protein 41B 	191	1	0	1	0	1	hsa-miR-100-3p				-0.13	-0.19	N/A
FAM13B	ENST00000033079.3	family with sequence similarity 13, member B 	220	1	0	1	0	0	hsa-miR-100-3p				-0.13	-0.14	N/A
TWSG1	ENST00000262120.5	twisted gastrulation BMP signaling modulator 1 	38	1	0	0	1	2	hsa-miR-100-3p				-0.13	-0.25	N/A
PIM1	ENST00000373509.5	pim-1 oncogene 	2041	1	0	1	0	1	hsa-miR-100-3p				-0.13	-0.13	N/A
ABHD14B	ENST00000461108.1	abhydrolase domain containing 14B 	189	1	0	1	0	0	hsa-miR-100-3p				-0.13	-0.14	N/A
PHF14	ENST00000403050.3	PHD finger protein 14 	112	2	0	2	0	2	hsa-miR-100-3p				-0.13	-0.18	N/A
DBNDD1	ENST00000304733.3	dysbindin (dystrobrevin binding protein 1) domain containing 1 	303	1	0	0	1	0	hsa-miR-100-3p				-0.13	-0.13	N/A
SLC30A8	ENST00000427715.2	solute carrier family 30 (zinc transporter), member 8 	5	1	0	1	0	1	hsa-miR-100-3p				-0.13	-0.13	N/A
GFRA1	ENST00000439649.3	GDNF family receptor alpha 1 	69	1	0	1	0	1	hsa-miR-100-3p				-0.13	-0.18	N/A
ITGB8	ENST00000222573.4	integrin, beta 8 	17	2	2	0	0	2	hsa-miR-100-3p				-0.13	-0.19	N/A
GPR146	ENST00000297468.3	G protein-coupled receptor 146 	5	1	0	0	1	0	hsa-miR-100-3p				-0.13	-0.13	N/A
FAM50B	ENST00000380274.1	family with sequence similarity 50, member B 	540	1	0	0	1	0	hsa-miR-100-3p				-0.13	-0.15	N/A
RP11-111M22.2	ENST00000530460.1	Homo sapiens putative uncharacterized protein FLJ37770-like (LOC100506127), mRNA. 	18	1	1	0	0	1	hsa-miR-100-3p				-0.13	-0.23	N/A
RNGTT	ENST00000369485.4	RNA guanylyltransferase and 5'-phosphatase 	1384	2	0	2	0	1	hsa-miR-100-3p				-0.13	-0.14	N/A
AMFR	ENST00000290649.5	autocrine motility factor receptor, E3 ubiquitin protein ligase 	1350	1	0	1	0	1	hsa-miR-100-3p				-0.13	-0.13	N/A
SH3BGRL	ENST00000373212.5	SH3 domain binding glutamic acid-rich protein like 	2034	1	0	0	1	2	hsa-miR-100-3p				-0.13	-0.27	N/A
PYROXD1	ENST00000240651.9	pyridine nucleotide-disulphide oxidoreductase domain 1 	5	1	0	1	0	1	hsa-miR-100-3p				-0.13	-0.17	N/A
C10orf12	ENST00000286067.2	chromosome 10 open reading frame 12 	49	1	0	0	1	1	hsa-miR-100-3p				-0.13	-0.13	N/A
MGME1	ENST00000377710.5	mitochondrial genome maintenance exonuclease 1 	41	1	0	0	1	0	hsa-miR-100-3p				-0.13	-0.13	N/A
TXLNB	ENST00000358430.3	taxilin beta 	5	1	0	0	1	2	hsa-miR-100-3p				-0.13	-0.13	N/A
POC1B-GALNT4	ENST00000547474.1	POC1B-GALNT4 readthrough 	275	1	0	0	1	0	hsa-miR-100-3p				-0.13	-0.13	N/A
RAB7A	ENST00000265062.3	RAB7A, member RAS oncogene family 	7894	1	0	0	1	1	hsa-miR-100-3p				-0.13	-0.17	N/A
ZNF675	ENST00000359788.4	zinc finger protein 675 	81	1	0	0	1	0	hsa-miR-100-3p				-0.13	-0.14	N/A
TERF2	ENST00000254942.3	telomeric repeat binding factor 2 	709	1	0	0	1	1	hsa-miR-100-3p				-0.13	-0.13	N/A
TERF1	ENST00000276602.6	telomeric repeat binding factor (NIMA-interacting) 1 	5	1	0	0	1	0	hsa-miR-100-3p				-0.13	-0.13	N/A
ABCB5	ENST00000404938.2	ATP-binding cassette, sub-family B (MDR/TAP), member 5 	5	1	0	1	0	0	hsa-miR-100-3p				-0.13	-0.13	N/A
VAMP7	ENST00000286448.6	vesicle-associated membrane protein 7 	5	1	0	0	1	0	hsa-miR-100-3p				-0.13	-0.13	N/A
SLC16A6	ENST00000327268.4	solute carrier family 16, member 6 	17	1	0	1	0	2	hsa-miR-100-3p				-0.13	-0.13	N/A
SETD3	ENST00000331768.5	SET domain containing 3 	58	2	0	1	1	1	hsa-miR-100-3p				-0.13	-0.17	N/A
NAPB	ENST00000377026.4	N-ethylmaleimide-sensitive factor attachment protein, beta 	82	1	0	1	0	0	hsa-miR-100-3p				-0.13	-0.13	N/A
MPPED2	ENST00000358117.5	metallophosphoesterase domain containing 2 	42	1	0	1	0	0	hsa-miR-100-3p				-0.13	-0.13	N/A
FLVCR1	ENST00000366971.4	feline leukemia virus subgroup C cellular receptor 1 	322	1	0	0	1	1	hsa-miR-100-3p				-0.13	-0.13	N/A
FAM60A	ENST00000539409.1	family with sequence similarity 60, member A 	58	1	0	1	0	0	hsa-miR-100-3p				-0.13	-0.13	N/A
AHNAK	ENST00000378024.4	AHNAK nucleoprotein 	682	1	0	1	0	0	hsa-miR-100-3p				-0.13	-0.13	N/A
EID2	ENST00000390658.2	EP300 interacting inhibitor of differentiation 2 	1085	1	0	0	1	0	hsa-miR-100-3p				-0.13	-0.13	N/A
TMX3	ENST00000299608.2	thioredoxin-related transmembrane protein 3 	348	2	0	1	1	0	hsa-miR-100-3p				-0.13	-0.14	N/A
SYDE2	ENST00000341460.5	synapse defective 1, Rho GTPase, homolog 2 (C. elegans) 	72	1	0	0	1	0	hsa-miR-100-3p				-0.13	-0.14	N/A
PPP2R3A	ENST00000264977.3	protein phosphatase 2, regulatory subunit B'', alpha 	32	1	0	0	1	0	hsa-miR-100-3p				-0.13	-0.13	N/A
TIMM8A	ENST00000372902.3	translocase of inner mitochondrial membrane 8 homolog A (yeast) 	147	2	0	1	1	1	hsa-miR-100-3p				-0.13	-0.22	N/A
AMBN	ENST00000322937.6	ameloblastin (enamel matrix protein) 	5	1	0	1	0	0	hsa-miR-100-3p				-0.13	-0.13	N/A
NAP1L5	ENST00000323061.5	nucleosome assembly protein 1-like 5 	28	1	0	0	1	0	hsa-miR-100-3p				-0.13	-0.21	N/A
NXPE3	ENST00000422132.1	neurexophilin and PC-esterase domain family, member 3 	630	1	0	0	1	0	hsa-miR-100-3p				-0.13	-0.13	N/A
NBEA	ENST00000379939.2	neurobeachin 	5	1	1	0	0	1	hsa-miR-100-3p				-0.13	-0.13	N/A
CHRM2	ENST00000445907.2	cholinergic receptor, muscarinic 2 	5	1	0	1	0	2	hsa-miR-100-3p				-0.13	-0.13	N/A
SLC22A15	ENST00000369503.4	solute carrier family 22, member 15 	25	1	1	0	0	2	hsa-miR-100-3p				-0.13	-0.13	N/A
TNFRSF6B	ENST00000369996.1	tumor necrosis factor receptor superfamily, member 6b, decoy 	72	1	0	0	1	1	hsa-miR-100-3p				-0.13	-0.33	N/A
RBMS3	ENST00000396583.3	RNA binding motif, single stranded interacting protein 3 	56	3	0	1	2	3	hsa-miR-100-3p				-0.13	-0.25	N/A
TAPT1	ENST00000405303.2	transmembrane anterior posterior transformation 1 	105	1	0	1	0	2	hsa-miR-100-3p				-0.13	-0.22	N/A
CNOT8	ENST00000285896.6	CCR4-NOT transcription complex, subunit 8 	319	1	0	0	1	0	hsa-miR-100-3p				-0.13	-0.15	N/A
SEC24D	ENST00000429811.2	SEC24 family, member D (S. cerevisiae) 	50	1	0	0	1	0	hsa-miR-100-3p				-0.12	-0.12	N/A
GFOD1	ENST00000603223.1	glucose-fructose oxidoreductase domain containing 1 	39	1	0	0	1	0	hsa-miR-100-3p				-0.12	-0.12	N/A
ARHGEF38	ENST00000420470.2	Rho guanine nucleotide exchange factor (GEF) 38 	5	2	0	1	1	1	hsa-miR-100-3p				-0.12	-0.12	N/A
SACS	ENST00000402364.1	spastic ataxia of Charlevoix-Saguenay (sacsin) 	450	1	0	0	1	1	hsa-miR-100-3p				-0.12	-0.12	N/A
DDO	ENST00000368924.3	D-aspartate oxidase 	5	1	0	1	0	0	hsa-miR-100-3p				-0.12	-0.12	N/A
CCNJ	ENST00000265992.5	cyclin J 	5	1	0	0	1	1	hsa-miR-100-3p				-0.12	-0.12	N/A
MAML3	ENST00000509479.2	mastermind-like 3 (Drosophila) 	159	2	0	0	2	1	hsa-miR-100-3p				-0.12	-0.12	N/A
RND3	ENST00000375734.2	Rho family GTPase 3 	574	1	0	1	0	0	hsa-miR-100-3p				-0.12	-0.16	N/A
RP11-644F5.10	ENST00000550412.1	Uncharacterized protein  	265	1	0	0	1	1	hsa-miR-100-3p				-0.12	-0.13	N/A
HDDC3	ENST00000559898.1	HD domain containing 3 	1127	1	0	1	0	0	hsa-miR-100-3p				-0.12	-0.12	N/A
YIPF6	ENST00000462683.1	Yip1 domain family, member 6 	888	2	0	0	2	0	hsa-miR-100-3p				-0.12	-0.26	N/A
CLUAP1	ENST00000576634.1	clusterin associated protein 1 	99	2	0	1	1	0	hsa-miR-100-3p				-0.12	-0.16	N/A
DUT	ENST00000559540.1	deoxyuridine triphosphatase 	1860	1	0	0	1	0	hsa-miR-100-3p				-0.12	-0.12	N/A
LRP4	ENST00000378623.1	low density lipoprotein receptor-related protein 4 	152	1	0	1	0	1	hsa-miR-100-3p				-0.12	-0.12	N/A
TRIM4	ENST00000355947.2	tripartite motif containing 4 	694	1	0	1	0	0	hsa-miR-100-3p				-0.12	-0.12	N/A
COMMD2	ENST00000473414.1	COMM domain containing 2 	833	1	0	1	0	3	hsa-miR-100-3p				-0.12	-0.20	N/A
RNFT2	ENST00000319176.7	ring finger protein, transmembrane 2 	46	1	0	1	0	0	hsa-miR-100-3p				-0.12	-0.16	N/A
QSOX2	ENST00000358701.5	quiescin Q6 sulfhydryl oxidase 2 	905	2	0	2	0	0	hsa-miR-100-3p				-0.12	-0.13	N/A
C7orf41	ENST00000324453.8	chromosome 7 open reading frame 41 	235	1	0	0	1	1	hsa-miR-100-3p				-0.12	-0.17	N/A
RAB6A	ENST00000310653.6	RAB6A, member RAS oncogene family 	9	1	0	0	1	0	hsa-miR-100-3p				-0.12	-0.12	N/A
RECQL	ENST00000444129.2	RecQ protein-like (DNA helicase Q1-like) 	5	1	0	1	0	0	hsa-miR-100-3p				-0.12	-0.12	N/A
PDYN	ENST00000539905.1	prodynorphin 	5	1	0	0	1	0	hsa-miR-100-3p				-0.12	-0.12	N/A
SLC39A6	ENST00000269187.5	solute carrier family 39 (zinc transporter), member 6 	208	1	0	0	1	0	hsa-miR-100-3p				-0.12	-0.12	N/A
SPRY3	ENST00000302805.2	sprouty homolog 3 (Drosophila) 	5	1	0	0	1	2	hsa-miR-100-3p				-0.12	-0.12	N/A
DNAJB14	ENST00000442697.2	DnaJ (Hsp40) homolog, subfamily B, member 14 	10	1	0	0	1	1	hsa-miR-100-3p				-0.12	-0.12	N/A
WIPI1	ENST00000262139.5	WD repeat domain, phosphoinositide interacting 1 	154	1	0	1	0	0	hsa-miR-100-3p				-0.12	-0.12	N/A
RPS6KA2	ENST00000265678.4	ribosomal protein S6 kinase, 90kDa, polypeptide 2 	1043	1	0	1	0	1	hsa-miR-100-3p				-0.12	-0.12	N/A
RUNX3	ENST00000399916.1	runt-related transcription factor 3 	378	1	0	0	1	0	hsa-miR-100-3p				-0.12	-0.12	N/A
ZYG11A	ENST00000371532.1	zyg-11 family member A, cell cycle regulator 	331	1	0	0	1	1	hsa-miR-100-3p				-0.12	-0.13	N/A
NKRF	ENST00000371527.1	NFKB repressing factor 	607	2	0	1	1	1	hsa-miR-100-3p				-0.12	-0.15	N/A
PGAP3	ENST00000579146.1	post-GPI attachment to proteins 3 	6	1	0	0	1	0	hsa-miR-100-3p				-0.12	-0.12	N/A
FAM83F	ENST00000333407.6	family with sequence similarity 83, member F 	5	1	0	0	1	2	hsa-miR-100-3p				-0.12	-0.12	N/A
ITGA2B	ENST00000353281.4	integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41) 	5	1	0	1	0	0	hsa-miR-100-3p				-0.12	-0.12	N/A
STAG2	ENST00000371160.1	stromal antigen 2 	216	1	0	0	1	1	hsa-miR-100-3p				-0.12	-0.12	N/A
GAD2	ENST00000376261.3	glutamate decarboxylase 2 (pancreatic islets and brain, 65kDa) 	5	1	0	0	1	3	hsa-miR-100-3p				-0.12	-0.12	N/A
PROX1	ENST00000366958.4	prospero homeobox 1 	131	3	1	1	1	1	hsa-miR-100-3p				-0.12	-0.13	N/A
NCEH1	ENST00000475381.1	neutral cholesterol ester hydrolase 1 	1779	1	1	0	0	0	hsa-miR-100-3p				-0.12	-0.12	N/A
ZNF264	ENST00000263095.6	zinc finger protein 264 	412	3	0	1	2	0	hsa-miR-100-3p				-0.12	-0.15	N/A
ARHGEF12	ENST00000397843.2	Rho guanine nucleotide exchange factor (GEF) 12 	815	1	0	0	1	2	hsa-miR-100-3p				-0.12	-0.14	N/A
GFM1	ENST00000486715.1	G elongation factor, mitochondrial 1 	586	1	0	0	1	1	hsa-miR-100-3p				-0.12	-0.23	N/A
FAM133A	ENST00000538690.1	family with sequence similarity 133, member A 	14	1	0	0	1	0	hsa-miR-100-3p				-0.12	-0.12	N/A
AC011897.1	ENST00000581929.1	Uncharacterized protein  	12	1	0	1	0	0	hsa-miR-100-3p				-0.12	-0.12	N/A
FAM63B	ENST00000559228.1	family with sequence similarity 63, member B 	41	1	0	1	0	2	hsa-miR-100-3p				-0.12	-0.12	N/A
TAPBP	ENST00000434618.2	TAP binding protein (tapasin) 	1144	1	0	1	0	1	hsa-miR-100-3p				-0.12	-0.12	N/A
UBE4B	ENST00000343090.6	ubiquitination factor E4B 	350	1	0	0	1	0	hsa-miR-100-3p				-0.12	-0.12	N/A
ALG10	ENST00000266483.2	ALG10, alpha-1,2-glucosyltransferase 	13	1	0	0	1	1	hsa-miR-100-3p				-0.12	-0.12	N/A
MBP	ENST00000397863.1	myelin basic protein 	96	1	0	0	1	3	hsa-miR-100-3p				-0.12	-0.13	N/A
ALDH1B1	ENST00000377698.3	aldehyde dehydrogenase 1 family, member B1 	782	1	0	1	0	0	hsa-miR-100-3p				-0.12	-0.12	N/A
UGCG	ENST00000374279.3	UDP-glucose ceramide glucosyltransferase 	1200	1	0	1	0	1	hsa-miR-100-3p				-0.12	-0.13	N/A
