Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
CACNA1S	ENST00000367338.3	calcium channel, voltage-dependent, L type, alpha 1S subunit 	5	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0066	0.0469	0.2707	-0.22	-0.22	0.13	NULL
DMRT1	ENST00000382276.3	doublesex and mab-3 related transcription factor 1 	5	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0074	0.0523	0.3021	-0.22	-0.22	< 0.1	NULL
DHRS7	ENST00000216500.5	dehydrogenase/reductase (SDR family) member 7 	325	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0026	0.0192	0.1310	-0.22	-0.22	< 0.1	NULL
GNG7	ENST00000382159.3	guanine nucleotide binding protein (G protein), gamma 7 	92	0	0	0	0	1	0	0	1	1	hsa-miR-199b-5p	0.0026	0.0190	0.1259	-0.22	-0.24	< 0.1	NULL
INTS2	ENST00000444766.3	integrator complex subunit 2 	109	0	0	0	0	1	0	0	1	1	hsa-miR-199b-5p	0.0054	0.0393	0.2641	-0.22	-0.22	< 0.1	NULL
SMARCAD1	ENST00000354268.4	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1 	371	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0151	0.1028	0.4889	-0.22	-0.22	0.72	2005, 2007, 2009, 2011
TMOD2	ENST00000249700.4	tropomodulin 2 (neuronal) 	117	0	0	0	0	3	0	0	3	1	hsa-miR-199b-5p	0.0213	0.1526	0.9312	-0.22	-0.25	0.31	NULL
C14orf159	ENST00000256324.10	chromosome 14 open reading frame 159 	5	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0178	0.1193	0.5327	-0.22	-0.22	0.13	2011
CLEC1B	ENST00000428126.2	C-type lectin domain family 1, member B 	5	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0092	0.0666	0.4250	-0.22	-0.22	< 0.1	NULL
CLIP1	ENST00000361654.4	CAP-GLY domain containing linker protein 1 	17	1	1	0	0	0	0	0	0	0	hsa-miR-199a-5p	0.0418	0.2171	0.5244	-0.22	-0.38	0.87	2007, 2009, 2011
ARL4A	ENST00000396663.1	ADP-ribosylation factor-like 4A 	213	0	0	0	0	1	0	0	1	1	hsa-miR-199b-5p	0.0111	0.0788	0.4599	-0.21	-0.23	< 0.1	NULL
MYCBP	ENST00000397572.2	MYC binding protein 	85	0	0	0	0	1	0	1	0	1	hsa-miR-199a-5p	0.0042	0.0307	0.2131	-0.21	-0.28	0.13	NULL
TRPM4	ENST00000252826.5	transient receptor potential cation channel, subfamily M, member 4 	295	1	0	1	0	0	0	0	0	0	hsa-miR-199b-5p	0.0063	0.0449	0.2713	-0.21	-0.21	0.37	2009, 2011
CXCL16	ENST00000293778.6	chemokine (C-X-C motif) ligand 16 	385	0	0	0	0	1	0	1	0	0	hsa-miR-199b-5p	0.0054	0.0388	0.2436	-0.21	-0.21	< 0.1	NULL
VWC2L	ENST00000427124.1	von Willebrand factor C domain containing protein 2-like 	5	0	0	0	0	1	0	1	0	1	hsa-miR-199a-5p	0.0092	0.0665	0.4246	-0.21	-0.21	< 0.1	NULL
C1orf180	ENST00000370624.1	chromosome 1 open reading frame 180 	5	0	0	0	0	1	0	0	1	1	hsa-miR-199b-5p	0.0101	0.0723	0.4399	-0.21	-0.21	< 0.1	NULL
RCHY1	ENST00000451788.1	ring finger and CHY zinc finger domain containing 1, E3 ubiquitin protein ligase 	821	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0088	0.0628	0.3661	-0.21	-0.21	< 0.1	NULL
EGF	ENST00000265171.5	epidermal growth factor 	5	0	0	0	0	1	0	1	0	1	hsa-miR-199a-5p	0.0122	0.0873	0.5214	-0.21	-0.26	< 0.1	NULL
FXR1	ENST00000357559.4	fragile X mental retardation, autosomal homolog 1 	434	2	0	1	1	0	0	0	0	0	hsa-miR-199a-5p	0.0077	0.0558	0.3531	-0.21	-0.21	0.98	2007, 2009, 2011
TCTE1	ENST00000371505.4	t-complex-associated-testis-expressed 1 	34	0	0	0	0	2	0	2	0	0	hsa-miR-199a-5p	0.0089	0.0642	0.4098	-0.21	-0.21	0.20	NULL
ART4	ENST00000228936.4	ADP-ribosyltransferase 4 	5	0	0	0	0	1	0	1	0	0	hsa-miR-199b-5p	0.0207	0.1464	0.8260	-0.21	-0.21	< 0.1	NULL
C7orf10	ENST00000335693.4	chromosome 7 open reading frame 10 	945	0	0	0	0	1	0	1	0	0	hsa-miR-199b-5p	0.0090	0.0629	0.3336	-0.21	-0.21	< 0.1	NULL
AP000783.1	ENST00000533341.1	Uncharacterized protein  	15	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0033	0.0238	0.1527	-0.21	-0.21	< 0.1	NULL
MTMR2	ENST00000346299.5	myotubularin related protein 2 	625	0	0	0	0	1	0	1	0	1	hsa-miR-199b-5p	0.0149	0.1064	0.6295	-0.21	-0.23	< 0.1	NULL
LYRM2	ENST00000520318.1	LYR motif containing 2 	305	0	0	0	0	1	1	0	0	1	hsa-miR-199a-5p	0.0201	0.1379	0.6780	-0.21	-0.43	< 0.1	2011
LAMC1	ENST00000258341.4	laminin, gamma 1 (formerly LAMB2) 	1082	1	0	1	0	0	0	0	0	1	hsa-miR-199a-5p	0.0186	0.1266	0.6229	-0.21	-0.31	0.88	2005, 2007, 2009, 2011
HSPE1-MOB4	ENST00000604458.1	HSPE1-MOB4 readthrough 	123	0	0	0	0	2	0	0	2	0	hsa-miR-199b-5p	0.0144	0.0982	0.4806	-0.21	-0.25	0.18	NULL
ATP6V1C2	ENST00000381661.3	ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C2 	8	0	0	0	0	1	1	0	0	2	hsa-miR-199a-5p	0.0219	0.1351	0.4686	-0.21	-0.35	< 0.1	NULL
PLCD4	ENST00000450993.2	phospholipase C, delta 4 	11	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0037	0.0274	0.1953	-0.21	-0.21	0.18	2005, 2007
TIMMDC1	ENST00000494664.1	translocase of inner mitochondrial membrane domain containing 1 	2305	0	0	0	0	2	0	0	2	0	hsa-miR-199a-5p	0.0030	0.0216	0.1418	-0.21	-0.42	< 0.1	NULL
ZNF560	ENST00000301480.4	zinc finger protein 560 	15	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0183	0.1319	0.8289	-0.21	-0.34	0.12	NULL
ATP9A	ENST00000311637.5	ATPase, class II, type 9A 	1511	0	0	0	0	5	2	2	1	1	hsa-miR-199a-5p	0.0473	0.3266	1.6561	-0.21	-0.23	< 0.1	NULL
EPB41L3	ENST00000341928.2	erythrocyte membrane protein band 4.1-like 3 	179	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0070	0.0497	0.2875	-0.21	-0.21	0.28	NULL
C9orf170	ENST00000375941.2	chromosome 9 open reading frame 170 	5	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0133	0.0952	0.5796	-0.21	-0.21	0.15	2011
ZNF619	ENST00000447116.2	zinc finger protein 619 	17	0	0	0	0	1	0	1	0	1	hsa-miR-199a-5p	0.0095	0.0686	0.4404	-0.21	-0.21	< 0.1	NULL
TRIM35	ENST00000305364.4	tripartite motif containing 35 	470	0	0	0	0	1	0	1	0	0	hsa-miR-199b-5p	0.0080	0.0568	0.3395	-0.21	-0.21	< 0.1	NULL
FAM169A	ENST00000380515.3	family with sequence similarity 169, member A 	90	1	0	1	0	1	0	0	1	2	hsa-miR-199b-5p	0.0154	0.1106	0.6822	-0.21	-0.21	< 0.1	NULL
SLC35E1	ENST00000595753.1	solute carrier family 35, member E1 	4273	1	1	0	0	1	0	0	1	3	hsa-miR-199a-5p	0.0254	0.1417	0.5507	-0.21	-0.57	0.93	2009, 2011
ZNF37A	ENST00000361085.5	zinc finger protein 37A 	11	0	0	0	0	2	1	1	0	1	hsa-miR-199a-5p	0.0274	0.1894	0.9801	-0.21	-0.24	< 0.1	NULL
LMAN2L	ENST00000264963.4	lectin, mannose-binding 2-like 	355	0	0	0	0	1	0	0	1	3	hsa-miR-199a-5p	0.0054	0.0390	0.2480	-0.21	-0.21	0.25	NULL
USP44	ENST00000552440.1	ubiquitin specific peptidase 44 	29	0	0	0	0	1	0	1	0	2	hsa-miR-199b-5p	0.0092	0.0671	0.4389	-0.21	-0.26	< 0.1	NULL
FBXO33	ENST00000298097.7	F-box protein 33 	306	1	0	0	1	1	1	0	0	1	hsa-miR-199a-5p	0.0143	0.0971	0.4652	-0.21	-0.51	0.51	2005, 2007, 2009, 2011
WHAMM	ENST00000286760.4	WAS protein homolog associated with actin, golgi membranes and microtubules 	834	0	0	0	0	1	0	1	0	1	hsa-miR-199a-5p	0.0151	0.1015	0.4551	-0.21	-0.21	< 0.1	NULL
ZFAND2A	ENST00000316495.3	zinc finger, AN1-type domain 2A 	88	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0016	0.0119	0.0818	-0.21	-0.21	< 0.1	NULL
C9orf41	ENST00000376834.3	chromosome 9 open reading frame 41 	248	0	0	0	0	2	0	1	1	0	hsa-miR-199b-5p	0.0162	0.1136	0.6162	-0.21	-0.21	0.16	NULL
RGS17	ENST00000367225.2	regulator of G-protein signaling 17 	11	1	0	1	0	1	0	1	0	0	hsa-miR-199a-5p	0.0146	0.1032	0.5834	-0.21	-0.37	0.71	NULL
HIST2H4B	ENST00000392932.4	histone cluster 2, H4b 	5	0	0	0	0	1	0	0	1	2	hsa-miR-199a-5p	0.0078	0.0559	0.3472	-0.21	-0.21	< 0.1	NULL
ZMAT2	ENST00000274712.3	zinc finger, matrin-type 2 	1926	1	0	0	1	1	0	0	1	0	hsa-miR-199a-5p	0.0066	0.0467	0.2659	-0.21	-0.28	0.41	NULL
RNF183	ENST00000441031.3	ring finger protein 183 	24	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0029	0.0213	0.1449	-0.21	-0.29	0.11	NULL
TIGD5	ENST00000504548.2	tigger transposable element derived 5 	823	1	0	0	1	0	0	0	0	2	hsa-miR-199a-5p	0.0090	0.0632	0.3447	-0.21	-0.21	0.75	2011
PRKCI	ENST00000295797.4	protein kinase C, iota 	103	0	0	0	0	1	0	1	0	0	hsa-miR-199b-5p	0.0212	0.1461	0.7500	-0.21	-0.22	< 0.1	NULL
XPOT	ENST00000332707.5	exportin, tRNA 	887	1	0	1	0	1	0	0	1	1	hsa-miR-199a-5p	0.0091	0.0650	0.3911	-0.21	-0.31	0.36	NULL
SPATA12	ENST00000334325.1	spermatogenesis associated 12 	7	0	0	0	0	2	0	2	0	1	hsa-miR-199a-5p	0.0061	0.0445	0.2932	-0.21	-0.21	< 0.1	NULL
AVPR1B	ENST00000367126.4	arginine vasopressin receptor 1B 	5	0	0	0	0	2	0	1	1	0	hsa-miR-199a-5p	0.0049	0.0355	0.2244	-0.21	-0.21	< 0.1	NULL
NFKB1	ENST00000226574.4	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1 	316	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0162	0.1153	0.6767	-0.21	-0.21	< 0.1	NULL
SRGAP3	ENST00000383836.3	SLIT-ROBO Rho GTPase activating protein 3 	38	1	0	0	1	2	1	1	0	1	hsa-miR-199b-5p	0.0139	0.0960	0.4930	-0.21	-0.34	0.65	2005, 2007, 2009, 2011
PIGZ	ENST00000412723.1	phosphatidylinositol glycan anchor biosynthesis, class Z 	1071	0	0	0	0	1	0	0	1	0	hsa-miR-199b-5p	0.0044	0.0317	0.1972	-0.21	-0.21	< 0.1	NULL
RFX3	ENST00000382004.3	regulatory factor X, 3 (influences HLA class II expression) 	37	1	1	0	0	0	0	0	0	0	hsa-miR-199a-5p	0.0433	0.2430	0.7255	-0.21	-0.29	0.87	NULL
STAG1	ENST00000383202.2	stromal antigen 1 	94	1	0	0	1	1	0	0	1	0	hsa-miR-199a-5p	0.0201	0.1419	0.8037	-0.21	-0.24	0.51	NULL
PRKAG2	ENST00000287878.4	protein kinase, AMP-activated, gamma 2 non-catalytic subunit 	273	0	0	0	0	1	0	1	0	1	hsa-miR-199a-5p	0.0109	0.0783	0.4889	-0.21	-0.21	< 0.1	NULL
LRRFIP1	ENST00000308482.9	leucine rich repeat (in FLII) interacting protein 1 	525	0	0	0	0	2	0	1	1	1	hsa-miR-199a-5p	0.0141	0.0970	0.4883	-0.21	-0.23	0.29	NULL
TNFRSF21	ENST00000296861.2	tumor necrosis factor receptor superfamily, member 21 	39	0	0	0	0	1	1	0	0	0	hsa-miR-199a-5p	0.0082	0.0574	0.3098	-0.21	-0.23	< 0.1	NULL
SERINC3	ENST00000342374.4	serine incorporator 3 	1218	0	0	0	0	2	0	1	1	0	hsa-miR-199a-5p	0.0098	0.0703	0.4438	-0.21	-0.29	< 0.1	NULL
GDPD1	ENST00000284116.4	glycerophosphodiester phosphodiesterase domain containing 1 	138	0	0	0	0	1	0	0	1	0	hsa-miR-199b-5p	0.0125	0.0851	0.4039	-0.21	-0.22	< 0.1	NULL
C16orf52	ENST00000542527.2	chromosome 16 open reading frame 52 	102	0	0	0	0	2	0	1	1	0	hsa-miR-199b-5p	0.0158	0.1137	0.7118	-0.21	-0.28	0.18	NULL
RBMXL1	ENST00000321792.5	RNA binding motif protein, X-linked-like 1 	46	0	0	0	0	1	1	0	0	0	hsa-miR-199b-5p	0.0161	0.1068	0.4527	-0.21	-0.23	< 0.1	NULL
CLCN3	ENST00000513761.1	chloride channel, voltage-sensitive 3 	1142	2	1	0	1	1	0	0	1	0	hsa-miR-199a-5p	0.0261	0.1435	0.5414	-0.21	-0.71	0.97	NULL
ZCCHC2	ENST00000269499.5	zinc finger, CCHC domain containing 2 	13	1	0	1	0	1	0	1	0	0	hsa-miR-199a-5p	0.0302	0.2098	1.1043	-0.20	-0.20	0.36	2005, 2007, 2011
MAP2K4	ENST00000415385.3	mitogen-activated protein kinase kinase 4 	80	0	0	0	0	1	1	0	0	1	hsa-miR-199a-5p	0.0146	0.1026	0.5663	-0.20	-0.20	0.13	2009, 2011
B4GALT4	ENST00000467604.1	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 4 	196	0	0	0	0	2	0	1	1	1	hsa-miR-199a-5p	0.0092	0.0666	0.4396	-0.20	-0.20	< 0.1	NULL
IFI35	ENST00000415816.2	interferon-induced protein 35 	226	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0029	0.0209	0.1483	-0.20	-0.20	< 0.1	NULL
ENTPD7	ENST00000370489.4	ectonucleoside triphosphate diphosphohydrolase 7 	136	0	0	0	0	1	1	0	0	2	hsa-miR-199b-5p	0.0121	0.0850	0.4689	-0.20	-0.21	0.13	NULL
MN1	ENST00000302326.4	meningioma (disrupted in balanced translocation) 1 	15	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0248	0.1588	0.6006	-0.20	-0.20	0.75	2009, 2011
ARHGEF10	ENST00000520359.1	Rho guanine nucleotide exchange factor (GEF) 10 	326	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0144	0.0983	0.4649	-0.20	-0.20	0.24	NULL
HSPBAP1	ENST00000383659.1	HSPB (heat shock 27kDa) associated protein 1 	22	1	0	1	0	0	0	0	0	1	hsa-miR-199a-5p	0.0118	0.0844	0.5140	-0.20	-0.29	< 0.1	NULL
ATP1B3	ENST00000539728.1	ATPase, Na+/K+ transporting, beta 3 polypeptide 	269	0	0	0	0	1	0	1	0	0	hsa-miR-199b-5p	0.0078	0.0547	0.2995	-0.20	-0.20	< 0.1	NULL
STRADB	ENST00000392249.2	STE20-related kinase adaptor beta 	12	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0061	0.0438	0.2823	-0.20	-0.20	0.44	2007, 2009
KANSL1L	ENST00000281772.9	KAT8 regulatory NSL complex subunit 1-like 	5	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0148	0.1012	0.4822	-0.20	-0.20	0.12	NULL
PDE5A	ENST00000354960.3	phosphodiesterase 5A, cGMP-specific 	69	0	0	0	0	1	0	1	0	1	hsa-miR-199b-5p	0.0122	0.0878	0.5432	-0.20	-0.20	0.11	NULL
NCEH1	ENST00000475381.1	neutral cholesterol ester hydrolase 1 	1779	0	0	0	0	2	0	1	1	0	hsa-miR-199a-5p	0.0171	0.1181	0.6011	-0.20	-0.20	0.36	2009, 2011
CNPY4	ENST00000262932.3	canopy FGF signaling regulator 4 	24	0	0	0	0	2	0	1	1	0	hsa-miR-199a-5p	0.0023	0.0169	0.1204	-0.20	-0.22	0.15	NULL
CCDC79	ENST00000433574.1	coiled-coil domain containing 79 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0128	0.0886	0.4462	-0.20	-0.20	< 0.1	NULL
VEGFA	ENST00000417285.2	vascular endothelial growth factor A 	907	1	0	0	1	0	0	0	0	1	hsa-miR-199a-5p	0.0119	0.0822	0.4078	-0.20	-0.21	0.56	2007, 2009, 2011
OSGIN2	ENST00000451899.2	oxidative stress induced growth inhibitor family member 2 	662	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0123	0.0857	0.4640	-0.20	-0.21	0.13	2009, 2011
GMEB1	ENST00000373816.1	glucocorticoid modulatory element binding protein 1 	154	1	1	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0395	0.2282	0.6667	-0.20	-0.24	0.63	2011
GUCY1A2	ENST00000526355.2	guanylate cyclase 1, soluble, alpha 2 	24	0	0	0	0	3	1	0	2	0	hsa-miR-199a-5p	0.0211	0.1466	0.7808	-0.20	-0.30	< 0.1	NULL
EPHA7	ENST00000369303.4	EPH receptor A7 	213	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0184	0.1281	0.6942	-0.20	-0.20	0.45	2005, 2007, 2009, 2011
LIPG	ENST00000261292.4	lipase, endothelial 	40	0	0	0	0	3	1	1	1	1	hsa-miR-199a-5p	0.0071	0.0510	0.3044	-0.20	-0.24	< 0.1	NULL
RASL10A	ENST00000401450.3	RAS-like, family 10, member A 	5	0	0	0	0	1	0	0	1	2	hsa-miR-199b-5p	0.0048	0.0350	0.2395	-0.20	-0.20	< 0.1	NULL
FBXO17	ENST00000292852.4	F-box protein 17 	5	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0054	0.0395	0.2644	-0.20	-0.20	< 0.1	NULL
C10orf128	ENST00000374151.3	chromosome 10 open reading frame 128 	0	0	0	0	0	1	0	1	0	1	hsa-miR-199b-5p	0.0045	0.0325	0.2140	-0.20	-0.20	< 0.1	NULL
TBC1D5	ENST00000253692.7	TBC1 domain family, member 5 	400	0	0	0	0	1	1	0	0	2	hsa-miR-199a-5p	0.0308	0.1936	0.7402	-0.20	-0.24	< 0.1	NULL
PGD	ENST00000270776.8	phosphogluconate dehydrogenase 	2008	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0108	0.0757	0.4035	-0.20	-0.20	< 0.1	NULL
ZNF780A	ENST00000450241.2	zinc finger protein 780A 	44	0	0	0	0	2	0	2	0	0	hsa-miR-199a-5p	0.0095	0.0674	0.3985	-0.20	-0.28	0.21	NULL
CLOCK	ENST00000309964.4	clock circadian regulator 	86	1	1	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0935	0.4785	1.3144	-0.20	-0.20	0.85	NULL
PI4KA	ENST00000255882.6	phosphatidylinositol 4-kinase, catalytic, alpha 	5	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0068	0.0482	0.2776	-0.20	-0.20	0.64	2009, 2011
KIAA0087	ENST00000242109.3	KIAA0087 	5	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0083	0.0587	0.3424	-0.20	-0.20	0.21	NULL
UBE2Q1	ENST00000292211.4	ubiquitin-conjugating enzyme E2Q family member 1 	3046	1	0	0	1	1	0	0	1	0	hsa-miR-199b-5p	0.0061	0.0443	0.2874	-0.20	-0.23	0.61	2007, 2009, 2011
C7orf49	ENST00000424142.1	chromosome 7 open reading frame 49 	272	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0059	0.0429	0.2897	-0.20	-0.21	0.15	NULL
TBCCD1	ENST00000424280.1	TBCC domain containing 1 	707	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0053	0.0384	0.2453	-0.20	-0.20	0.14	NULL
C1orf74	ENST00000294811.1	chromosome 1 open reading frame 74 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199b-5p	0.0050	0.0357	0.2215	-0.20	-0.20	< 0.1	NULL
LYPD5	ENST00000377950.3	LY6/PLAUR domain containing 5 	9	0	0	0	0	1	0	0	1	0	hsa-miR-199b-5p	0.0057	0.0407	0.2468	-0.20	-0.20	< 0.1	NULL
ELF5	ENST00000257832.2	E74-like factor 5 (ets domain transcription factor) 	5	0	0	0	0	1	0	1	0	1	hsa-miR-199a-5p	0.0125	0.0887	0.5122	-0.20	-0.20	< 0.1	NULL
MB21D2	ENST00000392452.2	Mab-21 domain containing 2 	48	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0057	0.0410	0.2573	-0.20	-0.20	< 0.1	NULL
YEATS4	ENST00000247843.2	YEATS domain containing 4 	497	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0033	0.0240	0.1537	-0.20	-0.20	< 0.1	NULL
SORL1	ENST00000260197.7	sortilin-related receptor, L(DLR class) A repeats containing 	40	1	0	1	0	1	0	1	0	0	hsa-miR-199a-5p	0.0286	0.2024	1.1542	-0.20	-0.29	0.50	NULL
SRRM4	ENST00000267260.4	serine/arginine repetitive matrix 4 	22	1	0	1	0	1	0	0	1	2	hsa-miR-199b-5p	0.0435	0.2663	0.9576	-0.20	-0.20	0.60	2009, 2011
RAB7A	ENST00000265062.3	RAB7A, member RAS oncogene family 	7894	0	0	0	0	1	0	0	1	0	hsa-miR-199b-5p	0.0036	0.0261	0.1670	-0.20	-0.20	< 0.1	NULL
EDNRB	ENST00000377211.4	endothelin receptor type B 	5	0	0	0	0	1	1	0	0	0	hsa-miR-199a-5p	0.0104	0.0737	0.4261	-0.20	-0.20	< 0.1	NULL
ZNF321P	ENST00000391777.3	zinc finger protein 321, pseudogene 	14	0	0	0	0	1	0	1	0	2	hsa-miR-199b-5p	0.0100	0.0701	0.3759	-0.20	-0.26	0.20	NULL
OSTM1	ENST00000193322.3	osteopetrosis associated transmembrane protein 1 	63	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0254	0.1676	0.7273	-0.20	-0.22	0.53	2005, 2007, 2011
UNC119B	ENST00000344651.4	unc-119 homolog B (C. elegans) 	5	0	0	0	0	1	0	0	1	2	hsa-miR-199a-5p	0.0102	0.0728	0.4456	-0.20	-0.20	0.15	NULL
HK1	ENST00000359426.6	hexokinase 1 	620	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0099	0.0695	0.3738	-0.20	-0.20	0.11	NULL
CSRNP3	ENST00000314499.7	cysteine-serine-rich nuclear protein 3 	24	0	0	0	0	2	1	0	1	0	hsa-miR-199b-5p	0.0244	0.1717	0.9573	-0.20	-0.20	< 0.1	NULL
SLCO5A1	ENST00000260126.4	solute carrier organic anion transporter family, member 5A1 	9	0	0	0	0	2	0	1	1	3	hsa-miR-199a-5p	0.0370	0.2588	1.4143	-0.20	-0.20	< 0.1	NULL
PC	ENST00000529047.1	pyruvate carboxylase 	798	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0051	0.0368	0.2412	-0.20	-0.20	< 0.1	NULL
FGF23	ENST00000237837.1	fibroblast growth factor 23 	5	0	0	0	0	1	0	1	0	1	hsa-miR-199b-5p	0.0047	0.0337	0.2130	-0.20	-0.20	< 0.1	NULL
C14orf164	ENST00000399910.1	chromosome 14 open reading frame 164 	5	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0090	0.0631	0.3486	-0.20	-0.20	< 0.1	NULL
GLIPR1	ENST00000266659.3	GLI pathogenesis-related 1 	623	0	0	0	0	1	1	0	0	1	hsa-miR-199b-5p	0.0115	0.0778	0.3696	-0.20	-0.33	< 0.1	2009, 2011
NOTUM	ENST00000409678.3	notum pectinacetylesterase homolog (Drosophila) 	10	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0132	0.0902	0.4343	-0.20	-0.20	0.68	2009, 2011
ETV6	ENST00000396373.4	ets variant 6 	44	1	1	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0183	0.1221	0.5382	-0.20	-0.25	0.55	2011
REL	ENST00000295025.8	v-rel avian reticuloendotheliosis viral oncogene homolog 	116	0	0	0	0	3	0	1	2	1	hsa-miR-199b-5p	0.0360	0.2549	1.4720	-0.20	-0.20	0.14	NULL
ZNF572	ENST00000319286.5	zinc finger protein 572 	16	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0084	0.0595	0.3436	-0.20	-0.20	< 0.1	NULL
SLAMF1	ENST00000302035.6	signaling lymphocytic activation molecule family member 1 	5	0	0	0	0	1	1	0	0	2	hsa-miR-199a-5p	0.0120	0.0868	0.5563	-0.20	-0.20	< 0.1	NULL
RHOG	ENST00000351018.4	ras homolog family member G 	58	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0042	0.0299	0.1868	-0.20	-0.20	< 0.1	NULL
CTGF	ENST00000367976.3	connective tissue growth factor 	10083	0	0	0	0	1	0	1	0	0	hsa-miR-199b-5p	0.0075	0.0537	0.3283	-0.20	-0.20	0.24	2005, 2007
ZNF746	ENST00000340622.3	zinc finger protein 746 	54	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0070	0.0499	0.2905	-0.20	-0.20	0.33	2007
PPP6C	ENST00000373547.4	protein phosphatase 6, catalytic subunit 	346	1	1	0	0	0	0	0	0	1	hsa-miR-199a-5p	0.0438	0.2122	0.5946	-0.20	-0.68	0.88	2011
MYH9	ENST00000216181.5	myosin, heavy chain 9, non-muscle 	1317	1	0	1	0	1	1	0	0	1	hsa-miR-199a-5p	0.0230	0.1470	0.5546	-0.20	-0.31	0.83	2005, 2007, 2009, 2011
PDCD1LG2	ENST00000397745.2	programmed cell death 1 ligand 2 	64	0	0	0	0	1	0	0	1	0	hsa-miR-199b-5p	0.0062	0.0452	0.3030	-0.20	-0.20	< 0.1	NULL
BRPF3	ENST00000534400.1	bromodomain and PHD finger containing, 3 	7032	0	0	0	0	1	0	1	0	1	hsa-miR-199a-5p	0.0089	0.0650	0.4273	-0.20	-0.20	< 0.1	NULL
AP001631.10	ENST00000433840.1		5	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0033	0.0237	0.1521	-0.20	-0.20	< 0.1	NULL
STRA13	ENST00000580435.1	stimulated by retinoic acid 13 	77	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0032	0.0231	0.1486	-0.20	-0.20	< 0.1	NULL
DAOA	ENST00000329625.5	D-amino acid oxidase activator 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0036	0.0264	0.1667	-0.20	-0.20	< 0.1	NULL
SLC38A7	ENST00000570101.1	solute carrier family 38, member 7 	635	0	0	0	0	2	1	1	0	0	hsa-miR-199a-5p	0.0142	0.0973	0.4659	-0.20	-0.20	< 0.1	NULL
